char_id,name,jp_name,main_color,side_color,type1,type2,voice_trans,updated_at,link_name
4101,Yue,ユエ,Yellow,,Recover,Single,V4101,1705953419922,Yue (Xiannu)
4041,Santa Witch,サンタウィッチ,Yellow,,HP,Single,V4012,1702987461610,Santa Witch
3133,Edeliss,エーデリス,Green,,Recover,Single,,1703107490133,Edeliss
3068,Akhdar,アクダル,Green,,Recover,Single,,1710445677428,Akhdar
2052,Yulie,ユーリー,Blue,,Balance,Single,,1710191178572,Yulie
2092,Seiryu,セイリュウ,Blue,,Attack,Single,V2092,1704549619061,Seiryu
2034,Yukata Sig,ゆかたのシグ,Blue,,Attack,Single,V2010,1710603500329,Yukata Sig
2077,Yingzhou,エイシュウ,Blue,,Attack,Single,V2077,1707555729045,Yingzhou
4143,Uruk ver. HW,ウルク ver.HW,Yellow,,Attack,Single,,1710429469828,Uruk ver. HW
4067,Wacht,ヴァハト,Yellow,Blue,Attack,Single,V4067,1710197782306,Wacht
4071,Shio,シオ,Yellow,,Balance,Single,,1710446284829,Shio
184447L,Green Mecha Caballoon,みどりメカカバルーン,Green,,NPC,--,,1641256654219,Green Mecha Caballoon
3317,Altered Satan,かわったサタン,Green,Purple,HP,Single,,1641256655422,Altered Satan
5328,Anastasia Palma,アナスタシア・パルマ,Purple,,Balance,Single,V5328,1641256655662,Anastasia Palma
3269,Draco ver. PuyoEVA,ドラコ ver.ぷよエヴァ,Green,,Attack,Single,,1663350208696,Draco ver. PuyoEVA
5311,Glaring Yana,まばゆいヤナ,Purple,Green,Recover,Single,V5032,1666481662330,Glaring Yana
3153,Senichi,センイチ,Green,Blue,HP,Single,,1657461421739,Senichi
3369,Ecolo ver. Enma Daio,エコロ ver.閻魔大王,Green,,Balance,Single,V4022,1659477457756,Ecolo ver. Enma Daio/Green
3237,Detective Boys,少年探偵団,Green,,Balance,Single,V3237,1662329497238,Detective Boys
3141,Barosso,バロッソ,Green,,HP,Single,,1669255609809,Barosso
2266,Serendipitous Ally,めぐりあいのアリィ,Blue,Green,HP,Single,V3047,1673568446775,Serendipitous Ally
3405,Cure Mint,キュアミント,Green,,HP,Single,V3405,1678505092946,Cure Mint
5111,Cole,コール,Purple,,HP,Single,,1641256658581,Cole
5236,Courier Kirin,飛脚のキリン,Purple,,Attack,Single,V5092,1641256658955,Courier Kirin
5239,Culprit,犯人,Purple,,Balance,Single,,1641256659213,Culprit
5399,Eternal Sailor Saturn,エターナルセーラーサターン,Purple,,Attack,Single,V5353,1641256660534,Eternal Sailor Saturn
2378,Maguro ver. PuyoTet2,まぐろ ver.ぷよテト2,Blue,,Balance,Single,V2018,1641256580413,Maguro ver. PuyoTet2
4226,Yellow Strange Klug,きいろいあやしいクルーク,Yellow,,Attack,Single,V1022,1641256589471,Yellow Strange Klug
2048,Lovestruck Serilly,恋するセリリ,Blue,,Attack,Single,V2024,1641256591365,Lovestruck Serilly
184451L,Mecha Odorigame-Blue,メカおどりガメ・ブルー,Blue,,NPC,--,,1641256593834,Mecha Odorigame-Blue
2218,Ms. Accord ver. PuyoChron,アコール先生 ver.ぷよクロ,Blue,,Balance,Single,V2022,1641256596187,Ms. Accord ver. PuyoChron
2039,Relaxed Skeleton T,ほっこりスケルトンT,Blue,,Recover,Single,V2030,1641256602596,Relaxed Skeleton T
2352,Mythbuster Isabella,ときあかすイザベラ,Blue,Green,Balance,Single,V2086,1641256603845,Mythbuster Isabella
3245,Choromatsu,チョロ松,Green,,Balance,Single,,1641256661429,Choromatsu
3147,Cindy,シンディ,Green,,Recover,Single,V3147,1641256661784,Cindy
3321,Dark Pitcher Satan,ダークピッチャーサタン,Green,,HP,Single,V3022,1641256662382,Dark Pitcher Satan
3138,Delair,ドレール,Green,,Attack,Single,,1641256662765,Delair
184411L,Genius Paprisu,てんさいパプリス（緑）,Green,,NPC,--,,1641256664796,Genius Paprisu
3149,Giselle,ジゼル,Green,,Attack,Single,,1641256665034,Giselle
3706,Green 100-point Test,緑の100点テスト,Green,,Balance,Single,,1641256665854,Green 100-point Test
3705,Green Grimoire,緑の魔導書,Green,,Balance,Single,,1641256666208,Green Grimoire
3203,Green Witch,みどりウィッチ,Green,,Attack,Single,V3203,1641256666804,Green Witch
3130,Gourmya,グルミャ,Green,,Attack,Single,,1655946821370,Gourmya
2042,Pike Stall Maguro,サンマ屋台のまぐろ,Blue,,Attack,Single,V2018,1686574271270,Pike Stall Maguro
3220,Green Rammit,みどりラミット,Green,,Attack,Single,,1687493557371,Rammit/Green
5074,Abyss ver. Holy Night,アビス ver.聖夜,Purple,,Recover,Single,V5026,1703060073131,Abyss ver. Holy Night
5395,Elizarisu,エリザリス,Purple,,Balance,Single,,1686270625505,Elizarisu/Purple
5363,Cosmorisu,小宇宙リス,Purple,,Balance,Single,,1686270625573,Cosmorisu/Purple
5016,Dark Dragorune,ダークドラゴルン,Purple,,Attack,Single,,1686316834507,Dark Dragorune
3047,Ally,アリィ,Green,,HP,Single,V3047,1707070769055,Ally
4056,Yellow Caballoon,きいろカバルーン,Yellow,,HP,Single,,1710192379879,Caballoon/Yellow
3137,Adia,アディア,Green,,Balance,Single,,1711217361071,Adia
5008,Cockatrice,コカトリス,Purple,,Attack,Single,,1686741690438,Cockatrice
4038,Sakura Raffina,さくらラフィーナ,Yellow,,Attack,Single,V4010,1686574873544,Sakura Raffina
3134,Fjora,フィヨラ,Green,,Attack,Single,,1702071073984,Fjora
3014,Green Kobbit,みどりコビット,Green,,Recover,Single,,1686576075294,Kobbit/Green
3223,Amy,エミー,Green,,Balance,Single,Vsonic,1688005398022,Amy
2235,Magical Chiffon,マジカル・シフォン,Blue,,Attack,Single,,1690644552254,Magical Chiffon
5147,Agathe,アガーテ,Purple,,Recover,Single,V5147,1689540953591,Agathe
3051,Grifo,グリフォ,Green,,Balance,Single,,1710437274474,Grifo
5422,Grape Havilah,グレープなハビラ,Purple,Green,Recover,Single,V5165,1694150124727,Grape Havilah
3129,Frono,フロノ,Green,,Balance,Single,V3129,1697048431241,Frono
3228,Chirinn,チリン,Green,,Balance,Single,,1704200914869,Chirinn
5126,Bacco,バッコ,Purple,,Balance,Single,V5126,1699669568759,Bacco
3332,Angelic Healer Roco,癒しの天使ロコ,Green,,Recover,Single,V3026,1703816220300,Angelic Healer Roco
2370,Yue,月,Blue,,Balance,Single,V2370,1705842390434,Yue (Cardcaptor Sakura)
5063,Anudis,アヌディス,Purple,,Balance,Single,,1710980336242,Anudis
5052,Ayamie,アヤミー,Purple,,Balance,Single,,1710191178764,Ayamie
2384,Outlander Richard,異邦の使いリチャード,Blue,,Attack,Single,V2384,1708734036841,Outlander Richard
2213,Rabbit Sig,うさぎシグ,Blue,,HP,Single,V2010,1704245328189,Rabbit Sig
3092,Genbu,ゲンブ,Green,,Attack,Single,V3092,1704549617085,Genbu
3251,Feli ver. Hatsune Miku,フェーリ ver.初音ミク,Green,,Attack,Single,V5018,1708881088604,Feli ver. Hatsune Miku
3056,Green Caballoon,みどりカバルーン,Green,,HP,Single,,1710192379805,Caballoon/Green
3360,Dragon Seiryu,ドラゴンセイリュウ,Green,,HP,Single,V2092,1659479257777,Dragon Seiryu
5237,Ai Haibara,灰原哀,Purple,,Recover,Single,V5237,1659536258766,Ai Haibara
3183,Dekabot,デカボ,Green,,,,,1666695266012,Dekabot/Green
2109,Latos ver. HW,ラトス ver.HW,Blue,,HP,Single,V2090,1665240240869,Latos ver. HW
3708,Green Book of Secrets,緑の秘伝書,Green,,Balance,Single,,1669256209727,Book of Secrets/Green
5152,Bijouline,ビジュリーネ,Purple,,Attack,Single,,1673569646872,Bijouline
2234,Midsummer Raffina,真夏のラフィーナ,Blue,Yellow,Balance,Single,V4010,1673568446648,Midsummer Raffina
3145,Emil,エミール,Green,,HP,Single,,1673569046763,Emil
2290,Gugugugu Arle,ぐぐぐぐアルル,Blue,Yellow,Attack,Single,V2012,1673648252514,Gugugugu Arle
3253,Hachune Miku,はちゅねミク,Green,,Recover,Single,,1641256666979,Hachune Miku
5275,Aigis,アイギス,Purple,,Balance,Single,V5275,1641256667660,Aigis
5044,Black Ms. Accord,くろいアコール先生,Purple,,HP,Single,V2022,1641256669671,Black Ms. Accord
5269,EVA Unit-01,エヴァ初号機,Purple,Green,Attack,Single,,1641256687752,EVA Unit-01
3302,Daisuke Jigen,次元大介,Green,,Attack,Single,,1641256671533,Daisuke Jigen
3214,Draco ver. PuyoChron,ドラコ ver.ぷよクロ,Green,,Attack,Single,V3012,1641256672537,Draco ver. PuyoChron
3224,Egg Pawn (Green),エッグポーン（緑）,Green,,HP,Single,,1641256673417,Egg Pawn (Green)
3279,Futaba Sakura,佐倉双葉,Green,,Balance,Single,V3279,1641256674933,Futaba Sakura
3276,Fuuka Yamagishi,山岸風花,Green,,Recover,Single,V3276,1641256675104,Fuuka Yamagishi
3078,Gachapin,ガチャピン,Green,,Balance,Single,,1641256675291,Gachapin
3310,Gatchan,ガッちゃん,Green,,Attack,Single,V3310,1641256676169,Gatchan
3702,Green Puyo Candy,みどりぷよキャンデー,Green,,HP,Single,,1641256677318,Green Puyo Candy
3704,Green Puyo Choco,みどりぷよチョコ,Green,,Recover,Single,,1641256677493,Green Puyo Choco
3701,Green Puyo Ice,みどりぷよアイス,Green,,Balance,Single,,1641256677706,Green Puyo Ice
3042,Hokkori Gaeru,ほっこりガエル,Green,,Recover,Single,V3009,1641256679154,Hokkori Gaeru
3118,Inoha,イノハ,Green,,HP,Single,V3118,1641256679588,Inoha
3082,Jørn,ヨルン,Green,,HP,Single,,1641256681732,Jørn
3424,Kamen Rider 1,仮面ライダー1号,Green,,Attack,Single,,1641256681921,Kamen Rider 1
3261,Kon,コン,Green,,Attack,Single,,1641256683793,Kon
3132,Korallia,コラリア,Green,,Attack,Single,V3132,1641256683966,Korallia
5154,Andy,アンディ,Purple,,Balance,Single,,1673649447809,Andy
3258,Evening Cooling Harpy,ゆうすずみのハーピー,Green,Purple,Recover,Single,V3024,1673648251935,Evening Cooling Harpy
3426,Dark Arle ver. Izu,ダークアルル ver.イズ,Green,,HP,Single,,1658479639966,Dark Arle ver. Izu
5109,Claes ver. HW,クレス ver.HW,Purple,,HP,Single,V5090,1665240241010,Claes ver. HW
3425,Kamen Rider W,仮面ライダーW,Green,Purple,HP,Single,,1679771502798,Kamen Rider W
3208,High Priestess Mischa,大神官ミーシャ,Green,,Recover,Single,V3032,1710428869682,High Priestess Mischa
4244,Chill Lemres,すずしげなレムレス,Yellow,Green,Balance,Single,V3018,1684575546539,Chill Lemres
4390,Sogo Okita,沖田総悟,Yellow,,Attack,Single,V4390,1684815625863,Sogo Okita
5035,Black Popoi,くろいポポイ,Purple,,Attack,Mass,V5035,1686573668244,Black Popoi
3707,Golden Paprisu,きんぴかパプリス,Green,,Balance,Single,,1686227415616,Golden Paprisu/Green
4365,Steam City Shellbrick III,蒸気都市のシェルブリック3世,Yellow,,Balance,Single,V4365,1700056012943,Steam City Shellbrick III
3206,Green Cuprisu,みどりカップリス,Green,,Attack,Single,,1686228020434,Cuprisu/Green
5330,Clarisu,くらリス,Purple,,Balance,Single,,1686270625708,Clarisu/Purple
3015,Green Umiushi,グリーンうみうし,Green,,Balance,Single,,1687271538475,Umiushi/Green
5127,Algar,アルガー,Purple,,Balance,Single,V5127,1704242323167,Algar
3104,Eridu,エリドゥ,Green,,Attack,Single,,1710189377036,Eridu
3088,Costa ver. HW,コスタ ver.HW,Green,,Attack,Single,V3031,1707437509965,Costa ver. HW
3030,Ent,エント,Green,,HP,Single,V3030,1686574872107,Ent
5025,Banshee Trio,トリオ・ザ・バンシー,Purple,,Recover,Single,,1686742290827,Banshee Trio
5090,Claes,クレス,Purple,,Attack,Single,V5090,1710603499842,Claes
3233,Kouburisu,光武リス,Green,,Balance,Single,,1687270335121,Kouburisu/Green
5095,Angela,アンジェラ,Purple,,HP,Single,,1688005398370,Angela
2367,Mana Inuyama,犬山まな,Blue,,Attack,Single,,1688972072916,Mana Inuyama
3006,Fufufu,ふふふ,Green,,Balance,Single,V3006,1704237520587,Fufufu
3097,Josef,ヨーゼフ,Green,,Balance,Single,,1705652166061,Josef
3067,Friede,フリード,Green,Purple,Attack,Single,V3067,1704214716792,Friede
5415,Beatrice,ベアトリス,Purple,,HP,Single,V5415,1693076613390,Beatrice
3073,Georg,ゲオルグ,Green,,HP,Single,,1711252764902,Georg
5117,Conatsu,コナツ,Purple,,Attack,Single,,1700683709905,Conatsu
5068,Aswad,アスワド,Purple,,Recover,Single,,1710445677523,Aswad
5097,Dietrich,ディートリヒ,Purple,,Balance,Single,,1705652166193,Dietrich
3019,Empusa,エムプーサ,Green,,HP,Single,V3019,1710183973951,Empusa
5105,Dukis,デューキス,Purple,,Balance,Single,,1710443876577,Dukis
5155,Colton,コルトン,Purple,,Recover,Single,,1704152309133,Colton
3024,Harpy,ハーピー,Green,,HP,Single,V3024,1704283738450,Harpy
3054,Komaki,こまき,Green,,Attack,Single,,1710191779393,Komaki
3113,Hamal,ハマル,Green,Purple,Balance,Single,V3113,1708975326806,Hamal
4066,Hannah,ハンナ,Yellow,Green,HP,Single,V4066,1659534458544,Hannah
3274,Heiji Hattori,服部平次,Green,,Balance,Single,V3274,1659536858497,Heiji Hattori
3520,,,Green,,,,,1666148655620,
3100,Kawatarou,カワタロウ,Green,,Attack,Single,,1673569046669,Kawatarou
3346,Kiyoomi Sakusa,佐久早聖臣,Green,,Attack,Single,V3346,1673569046965,Kiyoomi Sakusa
3309,King Nikochan & Servant,ニコチャン大王＆家来,Green,,HP,Single,,1673648847517,King Nikochan & Servant/Green
3163,Jin,ジン,Green,,HP,Single,,1673649448301,Jin
3415,Julius Juukulius,ユリウス・ユークリウス,Green,,HP,Single,V3415,1673718448440,Julius Juukulius
3230,Ess,エス,Green,,Balance,Single,V3230,1679868111139,Ess
3241,Lemres ver. Bourbon,レムレス ver.バーボン,Green,,Balance,Single,V3018,1641256685905,Lemres ver. Bourbon
3216,Lemres ver. PuyoChron,レムレス ver.ぷよクロ,Green,,Balance,Single,V3018,1641256686212,Lemres ver. PuyoChron
3215,Lidelle ver. PuyoChron,リデル ver.ぷよクロ,Green,,Attack,Single,V3010,1641256687046,Lidelle ver. PuyoChron
2313,Playwright Galatea,劇作家のガラテア,Blue,Purple,Balance,Single,,1641256605862,Playwright Galatea
2303,Ringo ver. Lupin,りんご ver.ルパン,Blue,,Balance,Single,V1018,1641256606443,Ringo ver. Lupin
2263,Risukuma ver. Division 24,りすくま ver.ぷよ番隊,Blue,,Recover,Single,V4018,1641256606625,Risukuma ver. Division 24
4376,Witch ver. PuyoTet2,ウィッチ ver.ぷよテト2,Yellow,,Attack,Single,V4012,1641256616912,Witch ver. PuyoTet2
2259,Rukia Kuchiki,朽木ルキア,Blue,,Balance,Single,,1641256618424,Rukia Kuchiki
184430L,Veggie Thief (Blue),野菜どろぼう（青）,Blue,,NPC,--,,1641256623512,Veggie Thief (Blue)
4340,Tilura ver. Witch Apprentice,ティルラ ver.魔女見習い,Yellow,,Balance,Single,V1127,1641256627502,Tilura ver. Witch Apprentice
2040,Yukimaru,ユキマル,Blue,,HP,Single,,1641256640695,Yukimaru
3379,Ally ver. PuyoTet2,アリィ ver.ぷよテト2,Green,,HP,Single,V3047,1641256642799,Ally ver. PuyoTet2
3294,Luna & Artemis,ルナ＆アルテミス,Green,,Balance,Single,,1641256688904,Luna & Artemis
3142,Mezello,メジェロ,Green,,HP,Single,,1641256690766,Mezello
3348,Nari ver. Date Tech High,ナリ ver.伊達工業高校,Green,,HP,Single,,1641256690933,Nari ver. Date Tech High
3222,Nasos ver. Amy,ナソス ver.エミー,Green,,Attack,Single,V3083,1641256691300,Nasos ver. Amy
3122,Neva,ネヴァ,Green,,Attack,Single,,1641256692001,Neva
3315,Poopboy,うんちくん,Green,,Balance,Single,,1641256692543,Poopboy
3412,Popo and Mushiking,ポポとムシキング,Green,,Balance,Single,,1641256693171,Popo and Mushiking
5106,Bifie,ビフィ,Purple,,HP,Single,,1641256693932,Bifie
4240,Toru Amuro,安室透,Yellow,,Balance,Single,V4240,1659536258717,Toru Amuro
2289,Shigushigu Sig,シグシグのシグ,Blue,,Recover,Single,V2289,1673658447434,Shigushigu Sig
3061,Iyo,イヨ,Green,,Attack,Single,,1698235976000,Iyo
3098,Primm,プリム,Green,,HP,Single,,1683965902659,Primm
3005,Kusairo Chagama,くさいろチャガマ,Green,,Attack,Single,,1706488077101,Chagama/Green
3235,Magical Liz,マジカル・リズ,Green,,Attack,Single,,1692067328024,Magical Liz
5081,Celebration Paprisu,お祝いパプリス,Purple,,Balance,Single,,1686270626017,Celebration Paprisu/Purple
5045,Aloha Shirt Schezo,アロハ姿のシェゾ,Purple,,HP,Single,V5012,1686742291003,Aloha Shirt Schezo
3304,Lupinrisu,ルパンリス,Green,,Balance,Single,,1686271227408,Lupinrisu/Green
3090,Lyude,リュード,Green,,Attack,Single,V3090,1705862192572,Lyude
3012,Draco Centauros,ドラコケンタウロス,Green,,Attack,Single,V3012,1697860927526,Draco Centauros
3373,Kerorisu,ケロリス,Green,,Balance,Single,,1705667767758,Kerorisu/Green
3028,Orkte,オークテ,Green,,HP,Single,,1694817384211,Orkte
3120,Lispy,リスピィ,Green,,Balance,Single,,1686574872668,Lispy
3087,Kangaeroo,カンガエルー,Green,,Balance,Single,,1710162966748,Kangaeroo
3160,Ginjirou,ギンジロウ,Green,,Balance,Single,,1699635364546,Ginjirou
3135,Johann,ヨハン,Green,,HP,Single,,1701527995216,Johann
5332,Angelic Healer Nina,癒しの天使ニナ,Purple,,Recover,Single,V5027,1701352769403,Angelic Healer Nina
3070,Liz,リズ,Green,,Attack,Single,,1690894777633,Liz
3167,Gasper ver. HW,ガスパ ver.HW,Green,,HP,Single,,1706347662365,Gasper ver. HW
5140,Batty ver. Courage Test,バティ ver.きもだめし,Purple,,Balance,Single,,1702760633226,Batty ver. Courage Test
3039,Furisode Lidelle,ふりそでのリデル,Green,,Balance,Single,V3010,1704077886176,Furisode Lidelle
2252,Snow Mikudayo,雪ミクダヨー,Blue,,HP,Single,,1708877479979,Snow Mikudayo
5108,Batty,バティ,Purple,,Balance,Single,,1702760633236,Batty
3124,Marlle,マールル,Green,,Balance,Single,,1701403175032,Marlle
3207,HP Pusler,たいりょくプースラ,Green,,HP,Single,,1702029666822,Pusler/Green
3083,Nasos,ナソス,Green,,Attack,Single,V3083,1702646019177,Nasos
3143,Eridu ver. HW,エリドゥ ver.HW,Green,,Attack,Single,,1710429469926,Eridu ver. HW
1316,Bloodmoon Draude III,あかつきのドラウド3世,Red,Purple,Balance,Single,,1703319335122,Bloodmoon Draude III
3209,Kitty Ally,にゃんこのアリィ,Green,Purple,Attack,Single,V3047,1704313749741,Kitty Ally
3057,Kumagurumi,くまぐるみぃ,Green,,HP,Single,,1711072146799,Kumagurumi
3259,Orihime Inoue,井上織姫,Green,,Recover,Single,,1708881092524,Orihime Inoue
3037,Lyca,ライカー,Green,,Balance,Single,V3037,1710427669033,Lyca
2228,White Day Gifty,ホワイトデーギフティ,Blue,,Balance,Single,,1709753724416,White Day Gifty
3018,Lemres,レムレス,Green,,Balance,Single,V3018,1710162366140,Lemres
3066,Jose,ジョゼ,Green,Yellow,HP,Single,V3066,1659534458534,Jose
3181,Kyubot,キューボ,Green,,,,,1666695265545,Kyubot/Green
3152,Leafle,リィフル,Green,,Attack,Single,,1673569046809,Leafle
3319,Akio Yabe,矢部明雄,Green,,HP,Single,,1673569046886,Akio Yabe
3154,Natalie,ナタリー,Green,,Balance,Single,,1673648848607,Natalie
2249,Shounosuke Hijirisawa,聖澤庄之助,Blue,,HP,Single,,1673647648683,Shounosuke Hijirisawa/Blue
4351,Steam City Ally,蒸気都市のアリィ,Yellow,,Recover,Single,V4351,1673649448024,Steam City Ally
5036,Diligent Klug,勉強家のクルーク,Purple,,HP,Single,V5010,1641256697561,Diligent Klug
4277,P4 Hero,P4主人公,Yellow,Green,Attack,Single,V4277,1641256706315,P4 Hero
184423L,Beetroot Paprisu,てんさいパプリス,Green,,NPC,--,,1641256643824,Beetroot Paprisu
2241,Stood-up Otomo,まちぼうけのオトモ,Blue,Green,Recover,Single,V3011,1641256645190,Stood-up Otomo
3399,Eternal Sailor Neptune,エターナルセーラーネプチューン,Green,,Recover,Single,V3353,1641256652674,Eternal Sailor Neptune
3703,Green Puyo Jelly,みどりぷよゼリー,Green,,Attack,Single,,1641256654603,Green Puyo Jelly
5046,Coffee Shop Klug,喫茶店のクルーク,Purple,,Attack,Single,V5010,1641256658315,Coffee Shop Klug
5387,Edgar ver. Shiratorizawa Academy High,エドガー ver.白鳥沢学園高校,Purple,,Balance,Single,V1027,1641256660188,Edgar ver. Shiratorizawa Academy High
3501,Green Material Puyo,みどり素材ぷよ,Green,,Balance,Single,,1641256666402,Green Material Puyo
5360,Andromeda Lidelle,アンドロメダリデル,Purple,,Attack,Single,V3010,1641256668462,Andromeda Lidelle
184457L,Mecha Green Umiushi,メカグリーンうみうし,Green,,NPC,--,,1641256700168,Mecha Green Umiushi
184452L,Mecha Odorigame-Green,メカおどりガメ・グリーン,Green,,NPC,--,,1641256700332,Mecha Odorigame-Green
3157,Mogg,モッグ,Green,,HP,Single,,1641256701067,Mogg
3278,Morgana,モルガナ,Green,,Balance,Single,V3278,1641256701338,Morgana
3334,Morolian,モロ星人,Green,,Balance,Single,,1641256701557,Morolian
3218,Satan ver. PuyoChron,サタン ver.ぷよクロ,Green,,Balance,Single,V3022,1641256705455,Satan ver. PuyoChron
3238,Satan ver. Conan,サタン ver.コナン,Green,,Attack,Single,V3022,1649396654528,Satan ver. Conan
5204,Cool Schezo,クールなシェゾ,Purple,,Attack,Single,V5012,1650854077368,Cool Schezo
3128,Mel,メル,Green,,Attack,Single,,1659392856520,Mel
3045,Midsummer Draco,真夏のドラコ,Green,,Attack,Single,V3012,1657808229312,Midsummer Draco
3076,Marcus,マーカス,Green,,HP,Single,,1689537351992,Marcus
3026,Roco,ロコ,Green,,Recover,Single,V3026,1710186375036,Roco
3327,Satan ver. PowerPros,サタン ver.パワプロ,Green,,Attack,Single,,1686142804023,Satan ver. PowerPros
3033,Remy,レミ,Green,,HP,Single,V3033,1702182722704,Remy
3292,Grandpa Ecolo,エコロジイサマ,Green,,Attack,Single,V3292,1688303021473,Grandpa Ecolo
5030,Akuma,あくま,Purple,,HP,Single,V5030,1686573668069,Akuma
4313,Bittersweet Severio,ビターなセヴィリオ,Yellow,Green,Recover,Single,V4086,1704682901661,Bittersweet Severio
3075,Rein,リーン,Green,,Balance,Single,,1709527477497,Rein
3271,Maririsu,マリリス,Green,,Balance,Single,,1686271227347,Maririsu
5393,Ecolo ver. Katsura,エコロ ver.桂,Purple,,Recover,Single,V4022,1686690686257,Ecolo ver. Katsura
3267,Mari,マリ,Green,,Balance,Single,,1708881088660,Mari
5164,Daigara,ダイガラ,Purple,,Balance,Single,,1708119891973,Daigara
5006,Black Tiger,ブラックタイガー,Purple,,Balance,Single,V5006,1704237520796,Black Tiger
3010,Lidelle,リデル,Green,,Attack,Single,V3010,1710431271451,Lidelle
5292,Ecolonosuke,エコロノスケ,Purple,,Attack,Single,V5292,1688303021554,Ecolonosuke
5020,Chirabbit,チラビット,Purple,,Balance,Single,,1710184574539,Chirabbit
5406,Bunbee,ブンビー,Purple,,Attack,Single,,1699358715966,Bunbee
3139,Sandra,サンドラ,Green,,Recover,Single,V3139,1691869909758,Sandra
3101,Lin,リン,Green,,Recover,Single,V3101,1699064674135,Lin
3148,Otsukimi Grifo,お月見グリフォ,Green,,Balance,Single,,1709445265244,Otsukimi Grifo
2038,Santa Arle,サンタアルル,Blue,,Attack,Single,V2012,1702985060897,Santa Arle
2079,Swordfighter Sig,剣士シグ,Blue,,Balance,Single,V2010,1697722907429,Swordfighter Sig
5053,Chocolana,ショコラーナ,Purple,,Recover,Single,,1710191779193,Chocolana
5055,Chiquita,チキータ,Purple,,Attack,Single,V5055,1704547209887,Chiquita
3312,Phantom Thief Madeleine,怪盗マドレーヌ,Green,Yellow,HP,Single,V3107,1701970853068,Phantom Thief Madeleine
4708,Yellow Book of Secrets,黄の秘伝書,Yellow,,Balance,Single,,1702030267229,Book of Secrets/Yellow
3029,Panotty,パノッティ,Green,,Balance,Single,V3029,1707305470086,Panotty
5139,Apostolos,アポストロス,Purple,,Recover,Single,V5139,1703073275603,Apostolos
4112,Rukbat,ルクバト,Yellow,Green,Attack,Single,V4112,1703081085412,Rukbat
3150,Odette ver. Holy Night,オデット ver.聖夜,Green,,Recover,Single,,1703231117319,Odette ver. Holy Night
2403,Snowy Night Lulisia,雪夜ルリシア,Blue,Green,Attack,Single,V2316,1703307330665,Snowy Night Lulisia
3127,Rozema,ローゼマ,Green,,Balance,Single,V3127,1711130352679,Rozema
3004,Odorigame-Green,おどりガメ・グリーン,Green,,HP,Single,,1706486876717,Odorigame/Green
4088,Vartebra ver. HW,バーテブラ ver.HW,Yellow,,Attack,Single,V4031,1708816265705,Vartebra ver. HW
3268,Mari ver. Plugsuit,マリ ver.プラグスーツ,Green,,Attack,Single,,1708881088828,Mari ver. Plugsuit
4201,Valkyrie Arle,戦乙女アルル,Yellow,,Attack,Single,V2012,1710603500248,Valkyrie Arle
3386,Rintaro Suna,角名倫太郎,Green,,Attack,Single,V3386,1659476257760,Rintaro Suna
5247,Dark Arlematsu,ダークアル松,Purple,,Attack,Single,V5022,1661341690385,Dark Arlematsu
5403,Sky Parade Viola,スカイパレードのヴィオラ,Purple,Blue,Balance,Single,V5089,1662329497227,Sky Parade Viola
5183,Dekabot,デカボ,Purple,,,,,1666695266077,Dekabot/Purple
3109,Lyude ver. HW,リュード ver.HW,Green,,HP,Single,V3090,1665240240942,Lyude ver. HW
4512,,,Yellow,,,,,1668107089883,
3286,Make Up Wynn,メイクアップウィン,Green,,Attack,Single,V3055,1673650048339,Make Up Wynn
3125,Needo,ニード,Green,Yellow,Attack,Single,V3125,1673648251626,Needo
3342,Majo Rika,マジョリカ,Green,,Attack,Single,,1673648848172,Majo Rika/Green
3366,Nurikabe,ぬりかべ,Green,,HP,Single,,1679868711523,Nurikabe
5234,Lovestruck Ally,恋するアリィ,Purple,Green,Balance,Single,V3047,1641256708111,Lovestruck Ally
3187,Otomo (Fever),オトモ (フィーバー),Green,,,,,1641256713620,Otomo (Fever)
3112,Sada,サダ,Green,Blue,Attack,Single,V3112,1641256716338,Sada
3301,Satan ver. PuyoeSports,サタン ver.ぷよスポ,Green,,Attack,Single,V3022,1641256717652,Satan ver. PuyoeSports
3380,Satan ver. PuyoTet2,サタン ver.ぷよテト2,Green,,Balance,Single,V3022,1641256717996,Satan ver. PuyoTet2
3306,Senbei Norimaki,則巻千兵衛,Green,,HP,Single,V3306,1641256718373,Senbei Norimaki
3155,Sentee,センティー,Green,,Recover,Single,,1641256718543,Sentee
3035,Serious Otomo,本気のオトモ,Green,,HP,Single,V3011,1641256718930,Serious Otomo
3111,Sheepro,シープロー,Green,,HP,Single,,1641256719311,Sheepro
3034,Songstress Harpy,歌姫ハーピー,Green,,HP,Single,V3024,1641256721130,Songstress Harpy
3036,Spirited Draco,ノリノリのドラコ,Green,,Balance,Single,V3012,1641256721295,Spirited Draco
3131,Meloro,メロロ,Green,,Balance,Single,,1653771928064,Meloro
3211,Sparking Klug,ひらめきのクルーク,Green,Purple,Balance,Single,V5010,1673648252761,Sparking Klug
3383,Luminous Ally,めくるめくアリィ,Green,Yellow,HP,Single,V3383,1654701944910,Luminous Ally
5125,Michelo,ミシェロ,Purple,Green,Attack,Single,V5125,1673648252044,Michelo
3303,Risukuma ver. Jigen,りすくま ver.次元,Green,,Attack,Single,V4018,1656717836211,Risukuma ver. Jigen
