alias,char_id,updated_at,internal,card_type
succubus,5041,1641100411576,1,character
strange klug ver. woz,5426,1641100411460,1,character
あやしいクルーク ver.ウォズ,5426,1641100411465,1,character
サキュバス,5041,1641100411580,1,character
sullivan,5072,1641100411670,1,character
subaru hoshii,5318,1641100411518,1,character
星井スバル,5318,1641100411521,1,character
サリヴァン,5072,1641100411674,1,character
purple herb,5072,1641100411678,1,material
sullivan/materials,5072,1641100411683,1,material
紫の薬草,5072,1641100411687,1,material
しんげつのシェゾ,4257,1650854077331,1,character
steam city popoi,5351,1673650648079,1,character
蒸気都市のポポイ,5351,1673650648079,1,character
felt,4415,1656515033225,1,character
フェネコ,4108,1673650647511,1,character
fenneco,4108,1673650647511,1,character
steam city ms. accord,5365,1678583708549,1,character
ex,4230,1679868111069,1,character
fenneco ver. courage test,4140,1673648847671,1,character
dark carbuncle/materials,5401,1674832690922,1,material
やみのスプーン,5401,1674832690924,1,material
crowned witch/materials,4045,1681307661512,1,material
カーバンクル ver.1周年,4036,1686448252353,1,character
タイヨ,4077,1707555729284,1,character
feli's honmei choco,5038,1686573668513,1,material
エリザベス,4392,1686691286605,1,character
シンジ ver.プラグスーツ,5268,1708881705175,1,character
broken-out risukuma,4345,1684756819938,1,character
street maguro,5242,1684754419540,1,character
ストリートのまぐろ,5242,1684754419541,1,character
脱出大成功のりすくま,4345,1684756819942,1,character
captured risukuma,4345,1684756819940,1,character
shocker combatrisu/purple,5427,1686270625453,1,character
odorigame/purple,5004,1706471875242,1,character
carbuncle ver. 1st anniversary,4036,1686448252351,1,character
ネイト,5162,1706492879428,1,character
subarisu/purple,5421,1686270625467,1,character
makyuurisu/purple,5323,1686270625773,1,character
シンジリス,5271,1686270625922,1,character
shinjirisu,5271,1686270625921,1,character
elizarisu/yellow,4395,1686271226431,1,character
clarisu/yellow,4330,1686271226606,1,character
大吉パプリス,4296,1686271226723,1,character
daikichi paprisu,4296,1686271226722,1,character
odorigame-purple,5004,1706471875194,1,character
オボリン,5062,1686742291201,1,character
feli's giri choco,5038,1686573668514,1,material
フェーリの義理チョコ,5038,1686573668518,1,material
alluring invitation,5042,1686573668642,1,material
ninja schezo/materials,5205,1686741690084,1,material
魅惑の招待状,5042,1686573668644,1,material
masked incubus/materials,5042,1686573668671,1,material
frankensteins,4030,1686574873312,1,character
癒しの天使リゼット,4332,1703816220388,1,character
マネージャーのドラコ,5389,1689537952701,1,character
sucre,5076,1700714313447,1,character
manager draco,5389,1689537952700,1,character
スージュ,4155,1704151108579,1,character
suije,4155,1704151108578,1,character
mysterious candy,4127,1699111484866,1,material
shinji ver. plugsuit,5268,1708881705174,1,character
クリス,4128,1697762511653,1,character
chris,4128,1697762511653,1,character
ふしぎなキャンデー,4127,1699111484868,1,material
frauwool,4064,1710195981758,1,character
coco & natts & syrup,4406,1699358716022,1,character
シュクール,5076,1700714313456,1,character
エリサ,4139,1710161766067,1,character
shounosuke hijirisawa/purple,5249,1673647648605,1,character
majo rika/purple,5342,1673648848151,1,character
spoon of darkness,5401,1674832690917,1,material
sig ver. gegege no kitaro,5368,1673649448274,1,character
蒸気都市のアコール先生,5365,1678583708552,1,character
steam city schezo,5297,1678582507774,1,character
蒸気都市のシェゾ,5297,1678582507774,1,character
eternal sailor venus,4398,1641100412374,1,character
erica fontaine,4231,1641100412362,1,character
エターナルセーラーヴィーナス,4398,1641100412115,1,character
フェリックス,4147,1641100412426,1,character
fresh juicy cabbage,4290,1641100412177,1,material
feastful legamunt/materials,4290,1641100412181,1,material
みずみずしいキャベツ,4290,1641100412185,1,material
エリカ・フォンティーヌ,4231,1641100412366,1,character
super sailor venus,4398,1641100412370,1,character
スーパーセーラーヴィーナス,4398,1641100412378,1,character
めしあがレガムント,4290,1641100412414,1,character
hugo,4149,1641100413701,1,character
gander/yellow,4325,1641100412577,1,character
gatchan carbuncle,4307,1641100412589,1,character
ガッちゃんカーバンクル,4307,1641100412594,1,character
gedo-kun/yellow,4326,1641100412607,1,character
evil incarnation gemini saga,4362,1641100412618,1,character
邪悪の化身・双子座のサガ,4362,1641100412628,1,character
gemini saint,4362,1641100412633,1,character
双子座の聖闘士,4362,1641100412640,1,character
divine incarnation gemini saga,4362,1641100412644,1,character
gemini saga,4362,1641100412648,1,character
神の化身・双子座のサガ,4362,1641100412652,1,character
light of gemini,4362,1641100412655,1,material
divine incarnation gemini saga/materials,4362,1641100412659,1,material
双子座の光,4362,1641100412663,1,material
銭形警部,4302,1641100413778,1,character
genius paprisu/yellow,184415L,1641100412704,1,character
てんさいパプリス(黄),184415L,1641100412708,1,character
inspector zenigata,4302,1641100413774,1,character
hachune miku/yellow,4253,1641100412949,1,character
gladiator shield,4046,1641100412769,1,material
剣闘士の盾,4046,1641100412776,1,material
gladiator axe,4046,1641100412792,1,material
gladiator minotauros/materials,4046,1641100412796,1,material
剣闘士の斧,4046,1641100412800,1,material
gladiator minotauros,4046,1641100412807,1,character
剣闘士ミノタウロス,4046,1641100412811,1,character
kaapo,4082,1641100414327,1,character
milky rose/materials,5405,1678017239721,1,material
青いバラの種,5405,1678017239727,1,material
甘い香りのキャンドル,4066,1659534458636,1,material
フェルト,4415,1656515033226,1,character
sweet-smelling candle,4066,1659534458633,1,material
hed ver. fukuroudani academy high,4348,1656717836321,1,character
hazuki fujiwara,4337,1657461422526,1,character
blue rose seed,5405,1678017239718,1,material
フェネコ ver.きもだめし,4140,1673648847671,1,character
ittan-momen,4366,1679868711580,1,character
エックス,4230,1679868111070,1,character
miracle hunter lidelle,4401,1673569646623,1,character
exotic feather,4029,1707305470527,1,material
fruitina,4053,1710191779208,1,character
ノーム,4013,1689468343323,1,character
fukurou,4007,1710179170620,1,character
sunglasses,4037,1710427669208,1,material
pusler/yellow,4207,1702029667000,1,character
こづれフランケン,4030,1686574873313,1,character
サングラス,4037,1710427669211,1,material
gnome,4013,1689468343323,1,character
cosmorisu/yellow,4363,1686271226488,1,character
はづきリス,4341,1686271226539,1,character
hazukirisu,4341,1686271226538,1,character
ingil,4037,1710427669235,1,character
フルーティーナ,4053,1710191779215,1,character
haratatsunoko,4069,1710446284562,1,character
鏡音レン,4251,1708877479730,1,character
シド,5145,1708893706423,1,character
halme,4120,1686574873926,1,character
eminent vartebra,4243,1707948233451,1,character
たかみのバーテブラ,4243,1707948233452,1,character
なんでもプースラ,4207,1702029667008,1,character
pusler/purple,5207,1702029667132,1,character
everything pusler,4207,1702029666997,1,character
skill pusler,5207,1702029667130,1,character
irene,4083,1702646019216,1,character
スキルプースラ,5207,1702029667134,1,character
大自然を巡るギューラ,5171,1702130512772,1,character
high priestess deena,4208,1702297347376,1,character
sullivan ver. holy night,5091,1703075684148,1,character
irene ver. holy night,4168,1703172305952,1,character
ルファス ver.聖夜,5168,1703172306452,1,character
サリヴァン ver.聖夜,5091,1703075684150,1,character
kagamine rin,4250,1708877479713,1,character
フラウウール,4064,1710195981764,1,character
kagamine len,4251,1708877479728,1,character
ふくろう,4007,1710179170625,1,character
シグ ver.ゲゲゲの鬼太郎,5368,1673649448275,1,character
kamen rider valkyrie,4424,1641100413226,1,character
仮面ライダーバルキリー,4424,1641100413233,1,character
kanji tatsumi,4278,1641100413254,1,character
巽完二,4278,1641100413258,1,character
kaworu,4267,1641100413266,1,character
カヲル,4267,1641100413269,1,character
ヒューゴ,4149,1641100413704,1,character
カッポ,4082,1641100414331,1,character
demifest,5355,1641242245073,,character
succulent shrimp,4204,1641100413357,1,material
ぷりぷりのエビ,4204,1641100413364,1,material
lagnus ver. shinsengumi,4393,1641100413446,1,character
exoserf,5355,1641242245073,,character
kotarou katsura & elizabeth,5391,1641100413492,1,character
goro akechi,4281,1641100413519,1,character
明智吾郎,4281,1641100413523,1,character
kon/yellow,4261,1641100414019,1,character
ken amada,4276,1641100413896,1,character
天田乾,4276,1641100413900,1,character
kyma,4132,1641100414395,1,character
キューマ,4132,1641100414399,1,character
king of ocean prince,5316,1641100414066,1,character
キングオブさかな王子,5316,1641100414070,1,character
juushimatsu,4245,1641100414304,1,character
十四松,4245,1641100414307,1,character
golden salicyshroom,4066,1659534458621,1,material
legamunt,4203,1673648252667,1,character
ハンナ,4066,1659534458649,1,character
コンジキヤナギタケ,4066,1659534458622,1,material
mushroom diffuser,4066,1659534458635,1,material
hannah/materials,4066,1659534458644,1,material
レオ ver.hw,4109,1665240241000,1,character
キノコのアロマポット,4066,1659534458644,1,material
lidelle ver. cure lemonade,4408,1678017840726,1,character
ヘド ver.梟谷学園高校,4348,1659476857820,1,character
藤原はづき,4337,1657461422528,1,character
green solashroom,3066,1659534458585,1,material
kikimora ver. hw,4256,1673650047798,1,character
キキーモラ ver.hw,4256,1673650047799,1,character
leo ver. hw,4109,1665240240999,1,character
lisa,4098,1665890051792,1,character
kyubot/yellow,4181,1666695265684,1,character
一反もめん,4366,1679868711581,1,character
king nikochan & servant/yellow,4309,1673648847485,1,character
キューボ,2181,1676717640433,1,character
kotarou katsura,5391,1641100414735,1,character
ヒマリー,4052,1710191178742,1,character
仮面ライダーグランドジオウ,5423,1680124939113,1,character
仮面ライダーゼロワン,4423,1707948232630,1,character
ラグナス ver.真選組,4393,1689175512642,1,character
仮面ライダーゼロツー,4423,1707948228688,1,character
めずらしい羽根,4029,1707305470530,1,material
ジャン,4085,1706239051813,1,character
lirette,4144,1710443276235,1,character
kamen rider zero-two,4423,1707948228682,1,character
golden paprisu/yellow,4707,1686227415713,1,character
カヲルリス,4271,1686271226839,1,character
kaworurisu,4271,1686271226838,1,character
キッシュ,4070,1701199736354,1,character
ハニービー,4025,1686743493409,1,character
lemonky,4020,1710184574551,1,character
聖ノ門のコル,4021,1686317438108,1,character
koru of the holy gate,4021,1686317438107,1,character
ingil/materials,4037,1710427669230,1,material
月島蛍,4346,1692504164479,1,character
ほうたい,4037,1710427669234,1,material
bandage,4037,1710427669229,1,material
鏡音リン,4250,1708877479714,1,character
kogane chagama,4005,1706489277540,1,character
インギール,4037,1710427669236,1,character
himarie,4052,1710191178740,1,character
ハルム,4120,1686574873927,1,character
honey bee,4025,1686743493408,1,character
ルナフル,4133,1686743493855,1,character
ロロ,4084,1701265754285,1,character
kouburisu/yellow,4233,1687270335165,1,character
lunaful,4133,1686743493854,1,character
カヲル ver.プラグスーツ,4268,1708881092873,1,character
leo,4090,1710603499790,1,character
kei tsukishima,4346,1692504164479,1,character
lumir,4073,1706852345333,1,character
コマレオ,4129,1705773383508,1,character
レオ,4090,1710603499799,1,character
kerorisu/yellow,4373,1705667767863,1,character
kitty raffina,4209,1702132314456,1,character
アンリエット,4135,1701527995457,1,character
kitty witch,5209,1702131113595,1,character
大神官ディーナ,4208,1702297347379,1,character
イレーヌ,4083,1702646019218,1,character
イレーヌ ver.聖夜,4168,1703172305953,1,character
kaworu ver. plugsuit,4268,1708881092872,1,character
kero-chan,4371,1705844791009,1,character
ケロちゃん,4371,1705844791011,1,character
とうめい薬,4037,1710427669224,1,material
ハラタツノコ,4069,1710446284564,1,character
invisibility potion,4037,1710427669221,1,material
blade of isolation,4425,1641100414755,1,material
legamunt ver. horobi/materials,4425,1641100414759,1,material
孤絶の刀,4425,1641100414763,1,material
midwinter ocean prince,4213,1641100416110,1,character
luna & artemis/yellow,4294,1641100415546,1,character
miriam,4072,1641100416157,1,character
make up ally,4288,1641100416002,1,character
my melody,4078,1641100416690,1,character
nukahokkori,4106,1641100416755,1,character
elma's honmei choco (purple),5273,1641100415331,1,material
エルマの本命チョコ(紫),5273,1641100415339,1,material
make up arle,4287,1641100416014,1,character
merchant byakko,4236,1641100416063,1,character
makoto nijitani,4318,1641100415705,1,character
虹谷誠,4318,1641100415709,1,character
mecha odorigame-yellow,184453L,1641100415754,1,character
mecha odorigame/yellow,184453L,1641100415758,1,character
メカおどりガメ・イエロー,184453L,1641100415763,1,character
mecha yellow umiushi,184458L,1641100415767,1,character
mecha umiushi/yellow,184458L,1641100415771,1,character
メカイエローうみうし,184458L,1641100415776,1,character
elma's honmei choco (yellow),5273,1641100415946,1,material
エルマの本命チョコ(黄),5273,1641100415954,1,material
メイクアップアリィ,4288,1641100416006,1,character
メイクアップアルル,4287,1641100416018,1,character
ナンリー,4131,1653771928119,1,character
midsummer raffina/materials,2234,1673568446729,1,material
lorin,4130,1655946821423,1,character
ローリン,4130,1655946821423,1,character
momoko asuka,4338,1657461422567,1,character
リデル ver.キュアレモネード,4408,1678017840726,1,character
oboro,5153,1669319810871,1,character
lisa's ribbon,4098,1665890051773,1,material
midwinter ocean prince/materials,4213,1659470857752,1,material
リサのリボン,4098,1665890051777,1,material
安室透,4240,1659536258744,1,character
lisa/materials,4098,1665890051775,1,material
miracle hunter lidelle/materials,4401,1673569646638,1,material
lisa's staff,4098,1665890051763,1,material
リサの杖,4098,1665890051766,1,material
リサ,4098,1665890051793,1,character
黄金の花,4401,1673569646639,1,material
マタキチ,4100,1676473253265,1,character
nyaordo,4141,1669255609915,1,character
maiden's beachball (yellow),2234,1673568446728,1,material
乙女のビーチボール(黄),2234,1673568446730,1,material
golden bloom,4401,1673569646637,1,material
matakichi,4100,1676473253264,1,character
majo rika/yellow,4342,1673648848217,1,character
目玉おやじ,4367,1673649448244,1,character
medama oyaji,4367,1673649448243,1,character
o,4229,1679868111267,1,character
商人のビャッコ,4236,1641100416067,1,character
ミリアム,4072,1641100416161,1,character
ヌカホッコリ,4106,1641100416758,1,character
ademiserf,5355,1641242245073,,character
伝道師りすくま,4146,1701547197764,1,character
ニナ,5027,1710431271549,1,character
missionary risukuma,4146,1701547197761,1,character
milky paprisu/yellow,4410,1686271226372,1,character
ももこリス,4343,1686271226550,1,character
momokorisu,4343,1686271226549,1,character
makyuurisu/yellow,4323,1686271226661,1,character
lupinrisu/yellow,4304,1686271226723,1,character
mikurisu/yellow,4254,1686271226843,1,character
ミリアム ver.聖夜,4091,1703075684070,1,character
momomo,4023,1695699500537,1,character
マミー,4028,1694817384369,1,character
ルクス ver.聖夜,4074,1703060073127,1,character
nature braver sora,4171,1702130512638,1,character
mummy,4028,1694817384369,1,character
マジカル・キッシュ,4235,1701199736299,1,character
楽器のいれもの,4205,1686743493951,1,material
musician shio,4205,1686743493949,1,character
instrument case,4205,1686743493947,1,material
cozy coat,4213,1686743494010,1,material
musician shio/materials,4205,1686743493955,1,material
演奏家のシオ,4205,1686743493950,1,character
ぬくぬくコート,4213,1686743494012,1,material
桂小太郎,5391,1693760670203,1,character
necolo,4292,1709181205301,1,character
リレット,4144,1710443276236,1,character
ルミール,4073,1706852345335,1,character
miriam ver. holy night,4091,1703075684069,1,character
にゃんこのウィッチ,5209,1702131113597,1,character
にゃんこのラフィーナ,4209,1702132314457,1,character
レモンキー,4020,1710184574553,1,character
luczas,4172,1705708576209,1,character
ルーチャス,4172,1705708576210,1,character
ルクス,4026,1710186375115,1,character
nina,5027,1710431271547,1,character
黄の狩人の証,4060,1710440875320,1,material
yellow hunter's olifant,4060,1710440875310,1,material
merina/materials,4060,1710440875319,1,material
yellow hunter's proof,4060,1710440875318,1,material
メリナ,4060,1710440875314,1,character
黄の狩人の角笛,4060,1710440875315,1,material
merina,4060,1710440875312,1,character
マイメロディ,4078,1641100416695,1,character
yellow herb,4072,1641100416165,1,material
miriam/materials,4072,1641100416169,1,material
黄の薬草,4072,1641100416172,1,material
adorable ribbon,4078,1641100416269,1,material
かわいいリボン,4078,1641100416277,1,material
adorable flower,4078,1641100416281,1,material
my melody/materials,4078,1641100416285,1,material
かわいいお花,4078,1641100416289,1,material
ocean prince ver. penpen,4270,1641100417253,1,character
pegasus schezo,4360,1641100417931,1,character
ocean prince ver. penpen/materials,4270,1641100416537,1,material
morolian/yellow,4334,1641100416633,1,character
raffina ver. puyochron,4215,1641100418142,1,character
player ecolo,4320,1641100416921,1,character
エコロ選手,4320,1641100416925,1,character
ラフィーナ ver.ぷよクロ,4215,1641100418146,1,character
raffina ver. puyotet2,4377,1641100418781,1,character
ocean prince (fever),4186,1641100417229,1,character
さかな王子 (フィーバー),4186,1641100417233,1,character
onion pixie (fever),4189,1641100417316,1,character
おにおん (フィーバー),4189,1641100417320,1,character
professor daijoubu/yellow,4324,1641100417478,1,character
ミサのリボン,5098,1665891251819,1,material
ピカリ,4163,1673650047781,1,character
pikari,4163,1673650047781,1,character
飛鳥ももこ,4338,1657461422569,1,character
オー,4229,1679868111268,1,character
世良真純,4274,1659536258782,1,character
masumi sera,4274,1659536258782,1,character
オボロ,5153,1669319810871,1,character
misa's ribbon,5098,1665891251797,1,material
ニャオルド,4141,1669255609916,1,character
ocean prince ver. puyochron,4219,1673647048069,1,character
ペガサスシェゾ,4360,1641100417935,1,character
poopboy/yellow,4315,1641100418009,1,character
arale,5306,1641242245083,,character
osamu miya & atsumu miya,5385,1686149407271,1,character
ニック,4102,1680154341473,1,character
宮治&宮侑,5385,1686149407272,1,character
ポンウポポ,4065,1710445077072,1,character
potalier ver. hw,4167,1706348262651,1,character
おどりガメ・イエロー,4004,1706470074714,1,character
paprisu sarada/yellow,4308,1686271226665,1,character
おにおん,4017,1704260932200,1,character
bow tie,4205,1686743493952,1,material
prince salde,4011,1697809319847,1,character
p4パプリス,4283,1686271226783,1,character
p4 paprisu,4283,1686271226783,1,character
ネエコロ,4292,1709181205306,1,character
momorisu,4202,1708881092949,1,character
マイメロリス,4047,1686271226953,1,character
my melorisu,4047,1686271226952,1,character
さかな王子 ver.ペンペン,4270,1708876279325,1,character
ふつうのウス,4039,1686574873626,1,material
pon'upopo,4065,1710445077071,1,character
ordinary mortar,4039,1686574873624,1,material
高貴なウス,4039,1686574873647,1,material
rabbit prince,4039,1686574873638,1,character
high class mortar,4039,1686574873645,1,material
うさぎ王子,4039,1686574873639,1,character
rabbit prince/materials,4039,1686574873646,1,material
shinobi kunai,5205,1686741690067,1,material
しのびのクナイ,5205,1686741690069,1,material
onion pixie,4017,1704260932197,1,character
ornate zoh daimaoh,4034,1686743493484,1,character
華麗なるぞう大魔王,4034,1686743493485,1,character
ちょうネクタイ,4205,1686743493956,1,material
warm mantle,4213,1686743494000,1,material
真冬のさかな王子,4213,1686743494012,1,character
あったかマント,4213,1686743494004,1,material
つめた~いミルク,4270,1708876279337,1,material
bathing set,4270,1708876279345,1,material
お風呂セット,4270,1708876279347,1,material
ice-cold milk,4270,1708876279335,1,material
モモリス,4202,1708881092950,1,character
ウルク,4104,1710189376966,1,character
unica's sandwich,4148,1699068875961,1,material
picnicking unica,4148,1699068875990,1,character
picnicking unica/materials,4148,1699068875963,1,material
unica's basket,4148,1699068875918,1,material
feli/materials,5018,1702360358655,1,material
ユニカのサンドウィッチ,4148,1699068875963,1,material
ユニカのバスケット,4148,1699068875925,1,material
ピクニックユニカ,4148,1699068875991,1,character
puttin,4124,1701405577132,1,character
プティン,4124,1701405577140,1,character
大自然を巡るソラ,4171,1702130512643,1,character
outlander alex,4174,1708732228467,1,character
異邦の童話アレックス,4174,1708732228467,1,character
outlander miriam,4384,1708735237190,1,character
異邦の使いミリアム,4384,1708735237191,1,character
pollux,5113,1708901507311,1,character
pollux/materials,5113,1708901507310,1,material
ふたごの刻印,5113,1708901507289,1,material
seal of the twins,5113,1708901507287,1,material
ラフィーナ ver.ぷよテト2,4377,1641100418783,1,character
arbuncle,2202,1641242245093,,character
宮治,5386,1641100423048,1,character
poopboy/purple,5315,1641100418696,1,character
orvo,5082,1641100423033,1,character
オルヴォ,5082,1641100423036,1,character
osamu miya,5386,1641100423044,1,character
powerful lagnus,5034,1641100423648,1,character
player algar,5320,1641100418660,1,character
アルガー選手,5320,1641100418662,1,character
players yu & rei,5321,1641100418666,1,character
ユウちゃん&レイくん選手,5321,1641100418668,1,character
crescent schezo,4257,1650854077330,1,character
arale-chan,5306,1641242245083,,character
raffina ver. ran,4238,1641100418787,1,character
ラフィーナ ver.蘭,4238,1641100418789,1,character
raina,4110,1641100418824,1,character
レイナ,4110,1641100418825,1,character
虹のドレスエミリア,4335,1641100418831,1,character
elegant hat (yellow),4335,1641100418833,1,material
エレガントハット(黄),4335,1641100418836,1,material
rise kujikawa,4279,1641100419218,1,character
真理の賢者ガラテア,5291,1649736260351,1,character
seal of the lion,4114,1673650648656,1,material
onpu segawa,5337,1657461422596,1,character
さざなみのリゼット,4311,1657808229421,1,character
rippling lisette,4311,1657808229420,1,character
毛利蘭,4237,1659536258734,1,character
ran mouri,4237,1659473857832,1,character
ラッピー,4413,1673569646687,1,character
rappy,4413,1673569646686,1,character
ししの刻印,4114,1673650648659,1,material
sailor saturn,5353,1679771502852,1,character
raffina ver. tsukuyomi,4426,1673650648565,1,character
ラフィーナ ver.ツクヨミ,4426,1673650648567,1,character
久慈川りせ,4279,1641100419223,1,character
arle and carby,2202,1641242245093,,character
ソラ,4118,1641100420416,1,character
risukuma ver. puyochron,4216,1641100419364,1,character
りすくま ver.ぷよクロ,4216,1641100419368,1,character
sora,4118,1641100420413,1,character
penglai's parasol (green),4227,1686142203699,1,material
salome,5058,1708829471103,1,character
riful,4134,1705208711605,1,character
ホウライの傘(緑),4227,1686142203703,1,material
penglai's parasol (yellow),4227,1686142203725,1,material
ホウライの傘(黄),4227,1686142203726,1,material
penpenguin,5007,1710179772413,1,character
紫の狩人の証,5060,1710440875391,1,material
トナカイパプリス,4042,1686271226995,1,character
onyx hotaru ika,5002,1706126242241,1,character
トナカイエコロ,4212,1702913052162,1,character
リヴル,4134,1705208711608,1,character
shine dragorune,4016,1686317437962,1,character
peruvis/materials,5031,1710431872593,1,material
purple devil's record,5031,1710431872554,1,material
reindeer paprisu,4042,1686271226994,1,character
紫の悪魔のレコード,5031,1710431872596,1,material
pon'tusu,5065,1710445077084,1,character
ポントゥス,5065,1710445077085,1,character
purple hunter's proof,5060,1710440875386,1,material
紫のスコア,5031,1710431872610,1,material
purple score,5031,1710431872579,1,material
紫の狩人の角笛,5060,1710440875392,1,material
poison ringo,5039,1686573668617,1,character
どくりんご,5039,1686573668619,1,character
unlucky apple,5039,1686573668616,1,material
不吉なリンゴ,5039,1686573668621,1,material
ryan,5110,1692653579241,1,character
poison ringo/materials,5039,1686573668619,1,material
hotaru ika/purple,5002,1706126242257,1,character
rolul,5134,1702083105407,1,character
レルル,5134,1702083105408,1,character
ポターリエ ver.hw,4167,1706348262652,1,character
phalde,5133,1708877479829,1,character
ファルデ,5133,1708877479831,1,character
outlander sullivan,5384,1708735237175,1,character
異邦の使いサリヴァン,5384,1708735237175,1,character
medal of the twins,5113,1708901507291,1,material
ライアン,5110,1692653579241,1,character
ペロー,5073,1697854926100,1,character
にゃんぐるみぃ,5057,1711081748189,1,character
オニキスほたるいか,5002,1706126242259,1,character
サミュ,5129,1697781115230,1,character
peruvis ver. hw,5088,1709441660955,1,character
ふたごのメダル,5113,1708901507312,1,material
ringo ver. sakura kinomoto,4372,1705584354397,1,character
りんご ver.木之本桜,4372,1705584354397,1,character
opalus,5123,1705632962655,1,character
オパルス,5123,1705632962661,1,character
ぺんペンギン,5007,1710179772415,1,character
nuba/materials,5060,1710440875391,1,material
ポルックス,5113,1708901507312,1,character
スフィンクス,4019,1710445677339,1,character
purple hunter's olifant,5060,1710440875390,1,material
peruvis,5031,1710431872580,1,character
ペルヴィス,5031,1710431872594,1,character
りすくま ver.ぷよテト2,4378,1641100420024,1,character
risumatsu,4247,1641100420033,1,character
roco ver. tails,4222,1641100420609,1,character
sougo okita,4390,1641100420425,1,character
友沢亮,4319,1641100420074,1,character
ryou tomozawa,4319,1641100420070,1,character
ryuji sakamoto,4280,1641100419459,1,character
坂本竜司,4280,1641100419463,1,character
星矢,4361,1641100420262,1,character
seiya,4361,1641100420258,1,character
ロコ ver.テイルス,4222,1641100420613,1,character
hachi (fever),2191,1651470287498,1,character
halloween hat (green),4234,1641100419931,1,material
ハロウィンハット(緑),4234,1641100419939,1,material
arle and carbuncle,2202,1641242245093,,character
ティルラ ver.魔女見習い,4340,1641100421039,1,character
tooru amuro,4240,1641100421048,1,character
risukuma ver. puyotet2,4378,1641100420020,1,character
りす松せんぱい,4247,1641100420036,1,character
sage of verity severio,4291,1649736260343,1,character
つよいラグナス,5034,1653396921668,1,character
ハチ (フィーバー),2191,1651470287499,1,character
瀬川おんぷ,5337,1657461422597,1,character
サボサン,4152,1673569047450,1,character
ulysses,4145,1673569047383,1,character
sabosan,4152,1673569047449,1,character
セーラーサターン,5353,1679771502854,1,character
sweet raffina,4265,1676295050511,1,character
sailor venus,4285,1679771502777,1,character
セーラーヴィーナス,4285,1679771502777,1,character
yellow puyo candy,4702,1641100422693,1,character
ウィッチ ver.ぷよテト2,4376,1641100422536,1,character
arby,2202,1641242245093,,character
おかしなユエ,5258,1703312132359,1,character
ウーニャ,4033,1710431873320,1,character
suspicious fluid,4018,1698060153010,1,material
una/materials,4033,1710431873321,1,material
santa witch,4041,1702987461900,1,character
witch ver. puyochron,4214,1682905605333,1,character
りすくませんぱい,4018,1698060153097,1,character
splendid fluid,4018,1698060153094,1,material
irritant fluid,4018,1698060153096,1,material
定春,4391,1684964921675,1,character
セレナ,4094,1702586611847,1,character
risukuma,4018,1698060153095,1,character
剣士ラフィーナ,4079,1697722907300,1,character
fluffy pillow,4019,1710445677384,1,material
risukuma/materials,4018,1698060153099,1,material
yellow cryptid necklace,4051,1710437274663,1,material
黄の幻獣のルーン,4051,1710437274638,1,material
沖田総悟,4390,1684815625908,1,character
sadaharu,4391,1684964921674,1,character
shocker combatrisu/yellow,4427,1686271226311,1,character
unica,4051,1710437274660,1,character
hotaru ika/yellow,4002,1706117840964,1,character
subarisu/yellow,4421,1686271226378,1,character
シャインドラゴルン,4016,1686317437963,1,character
shimarisu/yellow,4350,1686271226483,1,character
ふかふかマクラ,4019,1710445677386,1,material
黄の幻獣のネックレス,4051,1710437274666,1,material
sphinx,4019,1710445677338,1,character
yellow cryptid rune,4051,1710437274636,1,material
uncanny yue,5258,1703312132355,1,character
アヤシイ液体,4018,1698060153015,1,material
シゲキテキな液体,4018,1698060153101,1,material
aswad,5068,1710445677597,1,character
sphinx/materials,4019,1710445677385,1,material
dango,4038,1686574873599,1,material
sakuramochi,4038,1686574873583,1,material
sakura raffina,4038,1686574873645,1,character
sakura raffina/materials,4038,1686574873602,1,material
さくらもち,4038,1686574873585,1,material
さくらラフィーナ,4038,1686574873646,1,character
sakura wagashi,4038,1686574873600,1,material
だんご,4038,1686574873603,1,material
さくらの和菓子,4038,1686574873603,1,material
sand hamtas,4221,1706695707019,1,character
シオ,4071,1710446284907,1,character
worship gown chico,4043,1686743493507,1,character
tamaki,4054,1710192379620,1,character
セレナ ver.聖夜,4150,1703231117535,1,character
たまき,4054,1710192379627,1,character
サンドハムタス,4221,1706696307348,1,character
topaz hotaru ika,4002,1706117840938,1,character
yellow paprisu,4001,1709512472885,1,character
tails,4223,1688005398154,1,character
セシリー,4105,1706145444249,1,character
swordfighter raffina,4079,1697722907299,1,character
ルカ,4075,1709517276241,1,character
スバラシイ液体,4018,1698060153100,1,material
torahiko,4061,1698236578632,1,character
assorted candies,5258,1703312132299,1,material
きいろパプリス,4001,1709512472887,1,character
una,4033,1710431873281,1,character
おかしのつめあわせ,5258,1703312132308,1,material
サニラ,4126,1699627563776,1,character
light of pegasus,4361,1641100420736,1,material
seiya/materials,4361,1641100420740,1,material
天馬星座の光,4361,1641100420744,1,material
spille,4122,1641100420895,1,character
スピル,4122,1641100420899,1,character
tilura ver. witch apprentice,4340,1641100421035,1,character
tee & o,5380,1641100428328,1,character
treasurerisu (yellow),184463L,1641100421274,1,character
treasurerisu/yellow,184463L,1641100421278,1,character
おたからリス(黄),184463L,1641100421282,1,character
bdayn,5344,1641242245215,,character
witch ver. emilia,4419,1641100422506,1,character
puyo candy/yellow,4702,1641100422697,1,character
yellow mecha caballoon,184448L,1641100421520,1,character
